slot_id,appointment_date,appointment_time,is_available
95,2015-01-05,11:30:00,0
96,2015-01-05,11:45:00,0
97,2015-01-05,12:00:00,0
98,2015-01-05,12:15:00,0
99,2015-01-05,12:30:00,0
100,2015-01-05,12:45:00,0
101,2015-01-05,13:00:00,0
102,2015-01-05,13:15:00,0
103,2015-01-05,13:30:00,0
104,2015-01-05,13:45:00,0
105,2015-01-05,14:00:00,0
106,2015-01-05,14:15:00,0
107,2015-01-05,14:30:00,1
108,2015-01-05,14:45:00,0
109,2015-01-05,15:00:00,0
110,2015-01-05,15:15:00,0
111,2015-01-05,15:30:00,0
112,2015-01-05,15:45:00,0
113,2015-01-05,16:00:00,0
114,2015-01-05,16:15:00,0
115,2015-01-05,16:30:00,0
116,2015-01-05,16:45:00,0
117,2015-01-05,17:00:00,0
118,2015-01-05,17:15:00,1
119,2015-01-05,17:30:00,0
120,2015-01-05,17:45:00,0
121,2015-01-06,08:00:00,1
122,2015-01-06,08:15:00,0
123,2015-01-06,08:30:00,0
124,2015-01-06,08:45:00,1
125,2015-01-06,09:00:00,0
126,2015-01-06,09:15:00,0
127,2015-01-06,09:30:00,0
128,2015-01-06,09:45:00,0
129,2015-01-06,10:00:00,1
130,2015-01-06,10:15:00,0
131,2015-01-06,10:30:00,0
132,2015-01-06,10:45:00,1
133,2015-01-06,11:00:00,0
134,2015-01-06,11:15:00,0
135,2015-01-06,11:30:00,0
136,2015-01-06,11:45:00,0
137,2015-01-06,12:00:00,0
138,2015-01-06,12:15:00,0
139,2015-01-06,12:30:00,0
140,2015-01-06,12:45:00,0
141,2015-01-06,13:00:00,0
142,2015-01-06,13:15:00,0
143,2015-01-06,13:30:00,0
144,2015-01-06,13:45:00,1
145,2015-01-06,14:00:00,0
146,2015-01-06,14:15:00,0
147,2015-01-06,14:30:00,0
148,2015-01-06,14:45:00,0
149,2015-01-06,15:00:00,0
150,2015-01-06,15:15:00,0
151,2015-01-06,15:30:00,0
152,2015-01-06,15:45:00,0
153,2015-01-06,16:00:00,0
154,2015-01-06,16:15:00,0
155,2015-01-06,16:30:00,0
156,2015-01-06,16:45:00,0
157,2015-01-06,17:00:00,0
158,2015-01-06,17:15:00,0
159,2015-01-06,17:30:00,0
160,2015-01-06,17:45:00,1
161,2015-01-07,08:00:00,0
162,2015-01-07,08:15:00,1
163,2015-01-07,08:30:00,0
164,2015-01-07,08:45:00,0
165,2015-01-07,09:00:00,0
166,2015-01-07,09:15:00,0
167,2015-01-07,09:30:00,0
168,2015-01-07,09:45:00,0
169,2015-01-07,10:00:00,1
170,2015-01-07,10:15:00,0
171,2015-01-07,10:30:00,0
172,2015-01-07,10:45:00,0
173,2015-01-07,11:00:00,0
174,2015-01-07,11:15:00,0
175,2015-01-07,11:30:00,0
176,2015-01-07,11:45:00,0
177,2015-01-07,12:00:00,0
178,2015-01-07,12:15:00,0
179,2015-01-07,12:30:00,0
180,2015-01-07,12:45:00,0
181,2015-01-07,13:00:00,0
182,2015-01-07,13:15:00,0
183,2015-01-07,13:30:00,0
184,2015-01-07,13:45:00,0
185,2015-01-07,14:00:00,0
186,2015-01-07,14:15:00,0
187,2015-01-07,14:30:00,0
188,2015-01-07,14:45:00,0
189,2015-01-07,15:00:00,0
190,2015-01-07,15:15:00,0
191,2015-01-07,15:30:00,0
192,2015-01-07,15:45:00,0
193,2015-01-07,16:00:00,0
194,2015-01-07,16:15:00,0
195,2015-01-07,16:30:00,0
196,2015-01-07,16:45:00,0
197,2015-01-07,17:00:00,0
198,2015-01-07,17:15:00,0
199,2015-01-07,17:30:00,0
200,2015-01-07,17:45:00,0
201,2015-01-08,08:00:00,0
202,2015-01-08,08:15:00,0
203,2015-01-08,08:30:00,0
204,2015-01-08,08:45:00,0
205,2015-01-08,09:00:00,0
206,2015-01-08,09:15:00,0
207,2015-01-08,09:30:00,0
208,2015-01-08,09:45:00,0
209,2015-01-08,10:00:00,0
210,2015-01-08,10:15:00,1
211,2015-01-08,10:30:00,0
212,2015-01-08,10:45:00,0
213,2015-01-08,11:00:00,0
214,2015-01-08,11:15:00,0
215,2015-01-08,11:30:00,0
216,2015-01-08,11:45:00,0
217,2015-01-08,12:00:00,1
218,2015-01-08,12:15:00,0
219,2015-01-08,12:30:00,0
220,2015-01-08,12:45:00,0
221,2015-01-08,13:00:00,0
222,2015-01-08,13:15:00,0
223,2015-01-08,13:30:00,0
224,2015-01-08,13:45:00,0
225,2015-01-08,14:00:00,0
226,2015-01-08,14:15:00,0
227,2015-01-08,14:30:00,1
228,2015-01-08,14:45:00,0
229,2015-01-08,15:00:00,0
230,2015-01-08,15:15:00,0
231,2015-01-08,15:30:00,0
232,2015-01-08,15:45:00,0
233,2015-01-08,16:00:00,0
234,2015-01-08,16:15:00,0
235,2015-01-08,16:30:00,1
236,2015-01-08,16:45:00,0
237,2015-01-08,17:00:00,0
238,2015-01-08,17:15:00,0
239,2015-01-08,17:30:00,0
240,2015-01-08,17:45:00,0
241,2015-01-09,08:00:00,0
242,2015-01-09,08:15:00,0
243,2015-01-09,08:30:00,0
244,2015-01-09,08:45:00,0
245,2015-01-09,09:00:00,0
246,2015-01-09,09:15:00,0
247,2015-01-09,09:30:00,0
248,2015-01-09,09:45:00,0
249,2015-01-09,10:00:00,0
250,2015-01-09,10:15:00,1
251,2015-01-09,10:30:00,0
252,2015-01-09,10:45:00,0
253,2015-01-09,11:00:00,0
254,2015-01-09,11:15:00,0
255,2015-01-09,11:30:00,0
256,2015-01-09,11:45:00,0
257,2015-01-09,12:00:00,1
258,2015-01-09,12:15:00,0
259,2015-01-09,12:30:00,0
260,2015-01-09,12:45:00,0
261,2015-01-09,13:00:00,0
262,2015-01-09,13:15:00,0
263,2015-01-09,13:30:00,0
264,2015-01-09,13:45:00,0
265,2015-01-09,14:00:00,0
266,2015-01-09,14:15:00,0
267,2015-01-09,14:30:00,0
268,2015-01-09,14:45:00,0
269,2015-01-09,15:00:00,0
270,2015-01-09,15:15:00,0
271,2015-01-09,15:30:00,0
272,2015-01-09,15:45:00,0
273,2015-01-09,16:00:00,0
274,2015-01-09,16:15:00,0
275,2015-01-09,16:30:00,0
276,2015-01-09,16:45:00,0
277,2015-01-09,17:00:00,0
278,2015-01-09,17:15:00,0
279,2015-01-09,17:30:00,0
280,2015-01-09,17:45:00,0
281,2015-01-12,08:00:00,0
282,2015-01-12,08:15:00,0
283,2015-01-12,08:30:00,0
284,2015-01-12,08:45:00,0
285,2015-01-12,09:00:00,0
286,2015-01-12,09:15:00,0
287,2015-01-12,09:30:00,0
288,2015-01-12,09:45:00,0
289,2015-01-12,10:00:00,0
290,2015-01-12,10:15:00,0
291,2015-01-12,10:30:00,0
292,2015-01-12,10:45:00,0
293,2015-01-12,11:00:00,0
294,2015-01-12,11:15:00,0
295,2015-01-12,11:30:00,0
296,2015-01-12,11:45:00,0
297,2015-01-12,12:00:00,0
298,2015-01-12,12:15:00,0
299,2015-01-12,12:30:00,0
300,2015-01-12,12:45:00,0
301,2015-01-12,13:00:00,0
302,2015-01-12,13:15:00,0
303,2015-01-12,13:30:00,0
304,2015-01-12,13:45:00,0
305,2015-01-12,14:00:00,0
306,2015-01-12,14:15:00,1
307,2015-01-12,14:30:00,1
308,2015-01-12,14:45:00,0
309,2015-01-12,15:00:00,0
310,2015-01-12,15:15:00,0
311,2015-01-12,15:30:00,0
312,2015-01-12,15:45:00,1
313,2015-01-12,16:00:00,0
314,2015-01-12,16:15:00,0
315,2015-01-12,16:30:00,0
316,2015-01-12,16:45:00,1
317,2015-01-12,17:00:00,0
318,2015-01-12,17:15:00,0
319,2015-01-12,17:30:00,0
320,2015-01-12,17:45:00,0
321,2015-01-13,08:00:00,0
322,2015-01-13,08:15:00,0
323,2015-01-13,08:30:00,1
324,2015-01-13,08:45:00,0
325,2015-01-13,09:00:00,1
326,2015-01-13,09:15:00,0
327,2015-01-13,09:30:00,0
328,2015-01-13,09:45:00,0
329,2015-01-13,10:00:00,0
330,2015-01-13,10:15:00,0
331,2015-01-13,10:30:00,0
332,2015-01-13,10:45:00,0
333,2015-01-13,11:00:00,1
334,2015-01-13,11:15:00,0
335,2015-01-13,11:30:00,0
336,2015-01-13,11:45:00,0
337,2015-01-13,12:00:00,0
338,2015-01-13,12:15:00,0
339,2015-01-13,12:30:00,0
340,2015-01-13,12:45:00,0
341,2015-01-13,13:00:00,0
342,2015-01-13,13:15:00,0
343,2015-01-13,13:30:00,0
344,2015-01-13,13:45:00,0
345,2015-01-13,14:00:00,0
346,2015-01-13,14:15:00,0
347,2015-01-13,14:30:00,0
348,2015-01-13,14:45:00,0
349,2015-01-13,15:00:00,0
350,2015-01-13,15:15:00,0
351,2015-01-13,15:30:00,0
352,2015-01-13,15:45:00,0
353,2015-01-13,16:00:00,0
354,2015-01-13,16:15:00,1
355,2015-01-13,16:30:00,0
356,2015-01-13,16:45:00,0
357,2015-01-13,17:00:00,0
358,2015-01-13,17:15:00,0
359,2015-01-13,17:30:00,0
360,2015-01-13,17:45:00,0
361,2015-01-14,08:00:00,1
362,2015-01-14,08:15:00,0
363,2015-01-14,08:30:00,0
364,2015-01-14,08:45:00,0
365,2015-01-14,09:00:00,0
366,2015-01-14,09:15:00,0
367,2015-01-14,09:30:00,1
368,2015-01-14,09:45:00,0
369,2015-01-14,10:00:00,1
370,2015-01-14,10:15:00,0
371,2015-01-14,10:30:00,0
372,2015-01-14,10:45:00,0
373,2015-01-14,11:00:00,0
374,2015-01-14,11:15:00,0
375,2015-01-14,11:30:00,1
376,2015-01-14,11:45:00,0
377,2015-01-14,12:00:00,0
378,2015-01-14,12:15:00,0
379,2015-01-14,12:30:00,0
380,2015-01-14,12:45:00,0
381,2015-01-14,13:00:00,0
382,2015-01-14,13:15:00,0
383,2015-01-14,13:30:00,0
384,2015-01-14,13:45:00,0
385,2015-01-14,14:00:00,0
386,2015-01-14,14:15:00,0
387,2015-01-14,14:30:00,0
388,2015-01-14,14:45:00,0
389,2015-01-14,15:00:00,0
390,2015-01-14,15:15:00,0
391,2015-01-14,15:30:00,0
392,2015-01-14,15:45:00,0
393,2015-01-14,16:00:00,0
394,2015-01-14,16:15:00,0
395,2015-01-14,16:30:00,0
396,2015-01-14,16:45:00,0
397,2015-01-14,17:00:00,1
398,2015-01-14,17:15:00,0
399,2015-01-14,17:30:00,0
400,2015-01-14,17:45:00,0
401,2015-01-15,08:00:00,0
402,2015-01-15,08:15:00,0
403,2015-01-15,08:30:00,0
404,2015-01-15,08:45:00,0
405,2015-01-15,09:00:00,0
406,2015-01-15,09:15:00,0
407,2015-01-15,09:30:00,0
408,2015-01-15,09:45:00,0
409,2015-01-15,10:00:00,0
410,2015-01-15,10:15:00,0
411,2015-01-15,10:30:00,0
412,2015-01-15,10:45:00,0
413,2015-01-15,11:00:00,0
414,2015-01-15,11:15:00,0
415,2015-01-15,11:30:00,0
416,2015-01-15,11:45:00,0
417,2015-01-15,12:00:00,0
418,2015-01-15,12:15:00,0
419,2015-01-15,12:30:00,1
420,2015-01-15,12:45:00,0
421,2015-01-15,13:00:00,0
422,2015-01-15,13:15:00,0
423,2015-01-15,13:30:00,0
424,2015-01-15,13:45:00,0
425,2015-01-15,14:00:00,0
426,2015-01-15,14:15:00,0
427,2015-01-15,14:30:00,1
428,2015-01-15,14:45:00,0
429,2015-01-15,15:00:00,0
430,2015-01-15,15:15:00,1
431,2015-01-15,15:30:00,0
432,2015-01-15,15:45:00,1
433,2015-01-15,16:00:00,0
434,2015-01-15,16:15:00,0
435,2015-01-15,16:30:00,0
436,2015-01-15,16:45:00,0
437,2015-01-15,17:00:00,1
438,2015-01-15,17:15:00,0
439,2015-01-15,17:30:00,0
440,2015-01-15,17:45:00,1
441,2015-01-16,08:00:00,0
442,2015-01-16,08:15:00,0
443,2015-01-16,08:30:00,0
444,2015-01-16,08:45:00,0
445,2015-01-16,09:00:00,0
446,2015-01-16,09:15:00,0
447,2015-01-16,09:30:00,0
448,2015-01-16,09:45:00,0
449,2015-01-16,10:00:00,0
450,2015-01-16,10:15:00,0
451,2015-01-16,10:30:00,0
452,2015-01-16,10:45:00,0
453,2015-01-16,11:00:00,0
454,2015-01-16,11:15:00,0
455,2015-01-16,11:30:00,0
456,2015-01-16,11:45:00,0
457,2015-01-16,12:00:00,0
458,2015-01-16,12:15:00,0
459,2015-01-16,12:30:00,1
460,2015-01-16,12:45:00,0
461,2015-01-16,13:00:00,0
462,2015-01-16,13:15:00,0
463,2015-01-16,13:30:00,1
464,2015-01-16,13:45:00,1
465,2015-01-16,14:00:00,0
466,2015-01-16,14:15:00,1
467,2015-01-16,14:30:00,0
468,2015-01-16,14:45:00,0
469,2015-01-16,15:00:00,0
470,2015-01-16,15:15:00,1
471,2015-01-16,15:30:00,0
472,2015-01-16,15:45:00,0
473,2015-01-16,16:00:00,0
474,2015-01-16,16:15:00,0
475,2015-01-16,16:30:00,0
476,2015-01-16,16:45:00,0
477,2015-01-16,17:00:00,0
478,2015-01-16,17:15:00,0
479,2015-01-16,17:30:00,0
480,2015-01-16,17:45:00,0
481,2015-01-19,08:00:00,0
482,2015-01-19,08:15:00,0
483,2015-01-19,08:30:00,0
484,2015-01-19,08:45:00,0
485,2015-01-19,09:00:00,0
486,2015-01-19,09:15:00,0
487,2015-01-19,09:30:00,0
488,2015-01-19,09:45:00,0
489,2015-01-19,10:00:00,0
490,2015-01-19,10:15:00,0
491,2015-01-19,10:30:00,0
492,2015-01-19,10:45:00,0
493,2015-01-19,11:00:00,0
494,2015-01-19,11:15:00,1
495,2015-01-19,11:30:00,0
496,2015-01-19,11:45:00,0
497,2015-01-19,12:00:00,0
498,2015-01-19,12:15:00,0
499,2015-01-19,12:30:00,0
500,2015-01-19,12:45:00,0
501,2015-01-19,13:00:00,0
502,2015-01-19,13:15:00,0
503,2015-01-19,13:30:00,0
504,2015-01-19,13:45:00,0
505,2015-01-19,14:00:00,0
506,2015-01-19,14:15:00,0
507,2015-01-19,14:30:00,0
508,2015-01-19,14:45:00,0
509,2015-01-19,15:00:00,0
510,2015-01-19,15:15:00,0
511,2015-01-19,15:30:00,0
512,2015-01-19,15:45:00,0
513,2015-01-19,16:00:00,0
514,2015-01-19,16:15:00,0
515,2015-01-19,16:30:00,0
516,2015-01-19,16:45:00,0
517,2015-01-19,17:00:00,0
518,2015-01-19,17:15:00,0
519,2015-01-19,17:30:00,0
520,2015-01-19,17:45:00,1
521,2015-01-20,08:00:00,0
522,2015-01-20,08:15:00,0
523,2015-01-20,08:30:00,0
524,2015-01-20,08:45:00,0
525,2015-01-20,09:00:00,0
526,2015-01-20,09:15:00,0
527,2015-01-20,09:30:00,1
528,2015-01-20,09:45:00,0
529,2015-01-20,10:00:00,0
530,2015-01-20,10:15:00,0
531,2015-01-20,10:30:00,0
532,2015-01-20,10:45:00,1
533,2015-01-20,11:00:00,1
534,2015-01-20,11:15:00,0
535,2015-01-20,11:30:00,0
536,2015-01-20,11:45:00,0
537,2015-01-20,12:00:00,0
538,2015-01-20,12:15:00,0
539,2015-01-20,12:30:00,0
540,2015-01-20,12:45:00,0
541,2015-01-20,13:00:00,0
542,2015-01-20,13:15:00,0
543,2015-01-20,13:30:00,0
544,2015-01-20,13:45:00,0
545,2015-01-20,14:00:00,0
546,2015-01-20,14:15:00,0
547,2015-01-20,14:30:00,0
548,2015-01-20,14:45:00,0
549,2015-01-20,15:00:00,0
550,2015-01-20,15:15:00,0
551,2015-01-20,15:30:00,0
552,2015-01-20,15:45:00,0
553,2015-01-20,16:00:00,0
554,2015-01-20,16:15:00,0
555,2015-01-20,16:30:00,0
556,2015-01-20,16:45:00,0
557,2015-01-20,17:00:00,1
558,2015-01-20,17:15:00,0
559,2015-01-20,17:30:00,0
560,2015-01-20,17:45:00,0
561,2015-01-21,08:00:00,0
562,2015-01-21,08:15:00,0
563,2015-01-21,08:30:00,0
564,2015-01-21,08:45:00,0
565,2015-01-21,09:00:00,0
566,2015-01-21,09:15:00,0
567,2015-01-21,09:30:00,0
568,2015-01-21,09:45:00,1
569,2015-01-21,10:00:00,0
570,2015-01-21,10:15:00,0
571,2015-01-21,10:30:00,0
572,2015-01-21,10:45:00,0
573,2015-01-21,11:00:00,0
574,2015-01-21,11:15:00,0
575,2015-01-21,11:30:00,0
576,2015-01-21,11:45:00,0
577,2015-01-21,12:00:00,0
578,2015-01-21,12:15:00,0
579,2015-01-21,12:30:00,0
580,2015-01-21,12:45:00,0
581,2015-01-21,13:00:00,0
582,2015-01-21,13:15:00,1
583,2015-01-21,13:30:00,0
584,2015-01-21,13:45:00,0
585,2015-01-21,14:00:00,0
586,2015-01-21,14:15:00,0
587,2015-01-21,14:30:00,0
588,2015-01-21,14:45:00,0
589,2015-01-21,15:00:00,0
590,2015-01-21,15:15:00,0
591,2015-01-21,15:30:00,0
592,2015-01-21,15:45:00,0
593,2015-01-21,16:00:00,0
594,2015-01-21,16:15:00,0
595,2015-01-21,16:30:00,1
596,2015-01-21,16:45:00,0
597,2015-01-21,17:00:00,0
598,2015-01-21,17:15:00,0
599,2015-01-21,17:30:00,1
600,2015-01-21,17:45:00,0
601,2015-01-22,08:00:00,0
602,2015-01-22,08:15:00,0
603,2015-01-22,08:30:00,0
604,2015-01-22,08:45:00,0
605,2015-01-22,09:00:00,0
606,2015-01-22,09:15:00,0
607,2015-01-22,09:30:00,0
608,2015-01-22,09:45:00,0
609,2015-01-22,10:00:00,0
610,2015-01-22,10:15:00,0
611,2015-01-22,10:30:00,0
612,2015-01-22,10:45:00,0
613,2015-01-22,11:00:00,0
614,2015-01-22,11:15:00,0
615,2015-01-22,11:30:00,0
616,2015-01-22,11:45:00,0
617,2015-01-22,12:00:00,0
618,2015-01-22,12:15:00,0
619,2015-01-22,12:30:00,0
620,2015-01-22,12:45:00,0
621,2015-01-22,13:00:00,0
622,2015-01-22,13:15:00,0
623,2015-01-22,13:30:00,0
624,2015-01-22,13:45:00,0
625,2015-01-22,14:00:00,0
626,2015-01-22,14:15:00,0
627,2015-01-22,14:30:00,0
628,2015-01-22,14:45:00,0
629,2015-01-22,15:00:00,0
630,2015-01-22,15:15:00,0
631,2015-01-22,15:30:00,0
632,2015-01-22,15:45:00,0
633,2015-01-22,16:00:00,0
634,2015-01-22,16:15:00,0
635,2015-01-22,16:30:00,0
636,2015-01-22,16:45:00,0
637,2015-01-22,17:00:00,0
638,2015-01-22,17:15:00,0
639,2015-01-22,17:30:00,0
640,2015-01-22,17:45:00,0
641,2015-01-23,08:00:00,0
642,2015-01-23,08:15:00,0
643,2015-01-23,08:30:00,0
644,2015-01-23,08:45:00,0
645,2015-01-23,09:00:00,0
646,2015-01-23,09:15:00,1
647,2015-01-23,09:30:00,0
648,2015-01-23,09:45:00,0
649,2015-01-23,10:00:00,0
650,2015-01-23,10:15:00,0
651,2015-01-23,10:30:00,0
652,2015-01-23,10:45:00,0
653,2015-01-23,11:00:00,0
654,2015-01-23,11:15:00,0
655,2015-01-23,11:30:00,0
656,2015-01-23,11:45:00,0
657,2015-01-23,12:00:00,1
658,2015-01-23,12:15:00,0
659,2015-01-23,12:30:00,0
660,2015-01-23,12:45:00,0
661,2015-01-23,13:00:00,1
662,2015-01-23,13:15:00,0
663,2015-01-23,13:30:00,1
664,2015-01-23,13:45:00,0
665,2015-01-23,14:00:00,0
666,2015-01-23,14:15:00,0
667,2015-01-23,14:30:00,1
668,2015-01-23,14:45:00,0
669,2015-01-23,15:00:00,0
670,2015-01-23,15:15:00,1
671,2015-01-23,15:30:00,0
672,2015-01-23,15:45:00,0
673,2015-01-23,16:00:00,0
674,2015-01-23,16:15:00,0
675,2015-01-23,16:30:00,0
676,2015-01-23,16:45:00,0
677,2015-01-23,17:00:00,1
678,2015-01-23,17:15:00,0
679,2015-01-23,17:30:00,0
680,2015-01-23,17:45:00,0
681,2015-01-26,08:00:00,0
682,2015-01-26,08:15:00,1
683,2015-01-26,08:30:00,0
684,2015-01-26,08:45:00,0
685,2015-01-26,09:00:00,0
686,2015-01-26,09:15:00,0
687,2015-01-26,09:30:00,0
688,2015-01-26,09:45:00,0
689,2015-01-26,10:00:00,0
690,2015-01-26,10:15:00,1
691,2015-01-26,10:30:00,0
692,2015-01-26,10:45:00,0
693,2015-01-26,11:00:00,0
694,2015-01-26,11:15:00,0
695,2015-01-26,11:30:00,1
696,2015-01-26,11:45:00,0
697,2015-01-26,12:00:00,0
698,2015-01-26,12:15:00,1
699,2015-01-26,12:30:00,1
700,2015-01-26,12:45:00,0
701,2015-01-26,13:00:00,0
702,2015-01-26,13:15:00,0
703,2015-01-26,13:30:00,0
704,2015-01-26,13:45:00,0
705,2015-01-26,14:00:00,0
706,2015-01-26,14:15:00,0
707,2015-01-26,14:30:00,0
708,2015-01-26,14:45:00,0
709,2015-01-26,15:00:00,0
710,2015-01-26,15:15:00,0
711,2015-01-26,15:30:00,0
712,2015-01-26,15:45:00,0
713,2015-01-26,16:00:00,0
714,2015-01-26,16:15:00,0
715,2015-01-26,16:30:00,0
716,2015-01-26,16:45:00,0
717,2015-01-26,17:00:00,0
718,2015-01-26,17:15:00,0
719,2015-01-26,17:30:00,0
720,2015-01-26,17:45:00,0
721,2015-01-27,08:00:00,0
722,2015-01-27,08:15:00,0
723,2015-01-27,08:30:00,0
724,2015-01-27,08:45:00,0
725,2015-01-27,09:00:00,0
726,2015-01-27,09:15:00,1
727,2015-01-27,09:30:00,0
728,2015-01-27,09:45:00,0
729,2015-01-27,10:00:00,0
730,2015-01-27,10:15:00,0
731,2015-01-27,10:30:00,0
732,2015-01-27,10:45:00,0
733,2015-01-27,11:00:00,0
734,2015-01-27,11:15:00,0
735,2015-01-27,11:30:00,0
736,2015-01-27,11:45:00,0
737,2015-01-27,12:00:00,1
738,2015-01-27,12:15:00,0
739,2015-01-27,12:30:00,0
740,2015-01-27,12:45:00,1
741,2015-01-27,13:00:00,0
742,2015-01-27,13:15:00,0
743,2015-01-27,13:30:00,0
744,2015-01-27,13:45:00,0
745,2015-01-27,14:00:00,0
746,2015-01-27,14:15:00,0
747,2015-01-27,14:30:00,0
748,2015-01-27,14:45:00,0
749,2015-01-27,15:00:00,0
750,2015-01-27,15:15:00,0
751,2015-01-27,15:30:00,0
752,2015-01-27,15:45:00,0
753,2015-01-27,16:00:00,0
754,2015-01-27,16:15:00,1
755,2015-01-27,16:30:00,0
756,2015-01-27,16:45:00,0
757,2015-01-27,17:00:00,0
758,2015-01-27,17:15:00,0
759,2015-01-27,17:30:00,0
760,2015-01-27,17:45:00,0
761,2015-01-28,08:00:00,0
762,2015-01-28,08:15:00,0
763,2015-01-28,08:30:00,0
764,2015-01-28,08:45:00,0
765,2015-01-28,09:00:00,0
766,2015-01-28,09:15:00,0
767,2015-01-28,09:30:00,0
768,2015-01-28,09:45:00,0
769,2015-01-28,10:00:00,0
770,2015-01-28,10:15:00,1
771,2015-01-28,10:30:00,1
772,2015-01-28,10:45:00,0
773,2015-01-28,11:00:00,0
774,2015-01-28,11:15:00,1
775,2015-01-28,11:30:00,0
776,2015-01-28,11:45:00,0
777,2015-01-28,12:00:00,0
778,2015-01-28,12:15:00,0
779,2015-01-28,12:30:00,0
780,2015-01-28,12:45:00,0
781,2015-01-28,13:00:00,0
782,2015-01-28,13:15:00,0
783,2015-01-28,13:30:00,0
784,2015-01-28,13:45:00,0
785,2015-01-28,14:00:00,0
786,2015-01-28,14:15:00,0
787,2015-01-28,14:30:00,0
788,2015-01-28,14:45:00,1
789,2015-01-28,15:00:00,0
790,2015-01-28,15:15:00,0
791,2015-01-28,15:30:00,1
792,2015-01-28,15:45:00,0
793,2015-01-28,16:00:00,0
794,2015-01-28,16:15:00,0
795,2015-01-28,16:30:00,0
796,2015-01-28,16:45:00,0
797,2015-01-28,17:00:00,0
798,2015-01-28,17:15:00,0
799,2015-01-28,17:30:00,0
800,2015-01-28,17:45:00,0
801,2015-01-29,08:00:00,0
802,2015-01-29,08:15:00,0
803,2015-01-29,08:30:00,0
804,2015-01-29,08:45:00,0
805,2015-01-29,09:00:00,0
806,2015-01-29,09:15:00,0
807,2015-01-29,09:30:00,0
808,2015-01-29,09:45:00,0
809,2015-01-29,10:00:00,0
810,2015-01-29,10:15:00,0
811,2015-01-29,10:30:00,0
812,2015-01-29,10:45:00,1
813,2015-01-29,11:00:00,1
814,2015-01-29,11:15:00,1
815,2015-01-29,11:30:00,0
816,2015-01-29,11:45:00,0
817,2015-01-29,12:00:00,0
818,2015-01-29,12:15:00,0
819,2015-01-29,12:30:00,0
820,2015-01-29,12:45:00,0
821,2015-01-29,13:00:00,0
